GPS,Date ,"Time in 
(24 hours)","Time out
(24 hours) ",Weather ,Crew Leader (name) ,POI,General Location,Species Code,"Point Area (m²) or
 Line Depth (m)",PolygonLine ID,Direction from trail ,Distribution Code,"Does this cherry laurel or holly plant have a DBH of 20cm+? 
",Holly Berries present?,Proximity to stream or wetland,Vegetation layer ,Native Herb Layer %,Comment,Date entered by (name),POINT_X,POINT_Y,POINT_Z,Data entered into MV database
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2113,Imperial,EH,2,,E,1,,Unknown,10m+,Tree,6-25%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2114,Imperial,EH,3,,E,4,,Unknown,10m+,Tree,26-50%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2115,Imperial,LC,2,,E,4,,,10m+,Tree,6-25%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2116,Imperial,HB,2,L3-1,E,6,,,10m+,Shrub,26-50%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2117,Imperial,HB,2,L3-2,E,8,,,10m+,Shrub,26-50%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2118,Imperial,CP,3,L4-1,E,8,,,10m+,Herb,6-25%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2119,Imperial,CP,2,L4-2,E,8,,,10m+,Herb,6-25%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2120,Imperial,EH,0.5,,E,3,,Unknown,10m+,Shrub,6-25%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2121,Imperial,EI,1,,E,6,,,10m+,Herb,1-5%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2123,Imperial,EH,2,,NE,2,,Unknown,10m+,Shrub,1-5%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2124,Imperial,EI,,L5-1,NE,2,,,10m+,Herb,1-5%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2125,Imperial,EI,1,L5-2,NE,2,,,10m+,Herb,1-5%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2126,Imperial,EI,2,,NE,3,,,10m+,Herb,26-50%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2127,Imperial,CP,1.5,,NE,8,,,10m+,Herb,1-5%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2128,Imperial,EI,1,,NE,3,,,10m+,Herb,1-5%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2129,Imperial,CP,2,,NE,7,,,10m+,Herb,1-5%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2130,Imperial,EI,0.5,,NE,1,,,10m+,Tree,6-25%,Climbing on tree,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2131,Imperial,EI,1,,NE,2,,,10m+,Herb,1-5%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2132,Imperial,CP,5,,NE,3,,,10m+,Herb,1-5%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2133,Imperial,CP,5,,NE,6,,,10m+,Herb,1-5%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2134,Imperial,CP,1,,E,3,,,10m+,Herb,1-5%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2135,Imperial,EI,2,,E,8,,,10m+,Herb,1-5%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2136,Imperial,CP,2,L6-1,E,8,,,10m+,Shrub,1-5%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2137,Imperial,CP,2,L6-2,E,8,,,10m+,Herb,1-5%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2138,Imperial,CP,2,L7-1,SE,4,,,10m+,Herb,1-5%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2139,Imperial,CP,2,L7-2,SE,8,,,10m+,Herb,1-5%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2140,Imperial,HB,2,,SE,8,,,10m+,Shrub,1-5%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2141,Imperial,HB,1,,SE,1,,,10m+,Shrub,26-50%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2143,Imperial,CP,0.5,,SE,3,,,10m+,Herb,6-25%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2144,Imperial,CP,0.5,,SE,8,,,10m+,Herb,1-5%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2146,Imperial,EI,1.5,,SE,4,,N/A,10m+,Herb,6-25%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2745,Salish,EH,3.5,,W,4,,Unknown,10m+,Tree,26-50%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2746,Salish,EI,,,W,1,,N/A,10m+,Tree,26-50%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2747,Salish,EH,0,,W,1,,Unknown,10m+,Tree,26-50%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2748,Salish,EH,1,,W,1,,Unknown,10m+,Tree,26-50%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2749,Salish,EH,3,,W,8,,N/A,10m+,Shrub,6-25%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2750,Salish,LC,0.5,,W,1,,N/A,10m+,Shrub,26-50%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2751,Salish,LC,0.5,,W,1,,N/A,10m+,Shrub,26-50%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2752,Salish,LC,3,,W,3,,N/A,10m+,Mixed,6-25%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2753,Salish,LC,3,,W,3,,N/A,10m+,Tree,6-25%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2754,Salish,LC,0.5,,W,2,,N/A,10m+,Herb,76-100%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2755,Salish,LC,4,,W,3,,N/A,10m+,Tree,51-75%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2756,Salish,LC,0.5,,W,1,,N/A,10m+,Herb,26-50%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2757,Salish,LC,3,,W,2,,N/A,10m+,Mixed,51-75%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2578,Salish,EH,0.5,,W,3,,Unknown,10m+,Herb,26-50%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2759,Salish,EH,0.5,,W,1,,Unknown,10m+,Mixed,51-75%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2760,Salish,LC,1,,W,1,,N/A,10m+,Tree,6-25%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2761,Salish,EH,0.1,,W,4,,Unknown,10m+,Herb,6-25%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2762,Salish,LC,1,,W,1,,Unknown,10m+,Herb,6-25%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2763,Salish,EH,0.1,,W,1,,Unknown,10m+,Herb,0%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2764,Salish,LC,4,,W,2,,N/A,10m+,Tree,26-50%,Huge laurel trees,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2765,Salish,EH,3,,W,3,,Unknown,10m+,Mixed,6-25%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2766,Salish,EH,0.5,,W,1,,Unknown,10m+,Herb,26-50%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2767,Salish,LC,0.5,,W,1,,N/A,10m+,Herb,6-25%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2768,Salish,EH,0.5,,W,3,,Unknown,10m+,Shrub,26-50%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2769,Salish,HB,2,,W,1,,N/A,10m+,Shrub,51-75%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2770,Salish,EH,0.5,,W,1,,Unknown,10m+,Tree,51-75%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2771,Salish,LC,0.5,,W,2,,Unknown,10m+,Tree,76-100%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2772,Salish,LC,1,,W,1,,Unknown,10m+,Tree,26-50%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2773,Salish,EH,0.5,,W,1,,Unknown,10m+,Herb,26-50%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2774,Salish,EH,0.5,,W,1,,Unknown,10m+,Herb,26-50%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2775,Salish,EH,0.5,,W,1,,Unknown,10m+,Herb,6-25%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2776,Salish,EH,1,,W,1,,Unknown,10m+,Shrub,6-25%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2777,Salish,EH,4,,W,3,,N/A,10m+,Tree,26-50%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2778,Salish,EH,0.5,,W,1,,Unknown,10m+,Tree,6-25%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2779,Salish,EH,0.5,,W,1,,Unknown,10m+,Tree,6-25%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2780,Salish,LC,4,,W,5,,Unknown,10m+,Tree,6-25%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2781,Salish,EH,0.1,,,1,,Unknown,10m+,Herb,6-25%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2782,Salish,EH,5,,N,5,,Unknown,10m+,Tree,6-25%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2783,Spanish,EH,4.5,,N,5,,N/A,10m+,Mixed,76-100%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2784,Spanish,LC,6,,N,3,,N/A,10m+,Tree,6-25%,Huge patch of laurel,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2785,Spanish,EH,4,,N,3,,Unknown,10m+,Tree,6-25%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2786,Spanish,EH,2,,N,4,,Unknown,10m+,Shrub,6-25%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2787,Spanish,EH,1,,N,3,,Unknown,10m+,Tree,51-75%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2788,Spanish,EH,1.5,,N,3,,Unknown,10m+,Tree,76-100%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2789,Spanish,EH,4,,N,5,,Unknown,10m+,Tree,51-75%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2790,Spanish,EH,4,,S,3,,Unknown,10m+,Tree,26-50%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2791,Spanish,LC,0.5,,S,1,,N/A,10m+,,51-75%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2792,Spanish,EI,4,,S,2,,N/A,10m+,Tree,51-75%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2793,Spanish,LC,5,,S,3,,N/A,10m+,Tree,6-25%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2794,Spanish,EH,2,,S,5,,F,10m+,Shrub,6-25%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2795,Spanish,EH,1,,S,3,,Unknown,10m+,Tree,26-50%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2796,Spanish,EH,0.5,,S,,,Unknown,10m+,Tree,26-50%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2797,Spanish,EH,0.6,,S,2,,Unknown,10m+,Herb,26-50%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2798,Spanish,EI,1,,S,3,,Unknown,10m+,Herb,76-100%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2799,Spanish,EH,4,,S,3,,F,10m+,Tree,51-75%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2800,Spanish,EH,1,,S,3,,N/A,10m+,Shrub,51-75%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2801,Spanish,EH,1,,S,5,,Unknown,10m+,Shrub,76-100%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2802,Spanish,EH,7,,S,6,,F,10m+,Tree,6-25%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2803,Spanish,EH,0.5,,S,1,,Unknown,10m+,Tree,51-75%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2804,Spanish,LC,2,,S,3,,N/A,10m+,Tree,76-100%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2805,Spanish,EH,1,,S,3,,Unknown,10m+,Tree,26-50%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2806,Spanish,EH,0.3,,S,1,,Unknown,10m+,Herb,26-50%,,Ada Li,,,,
1,4/11/2017,9:30:00,12:30:00,Overcast,Alex Coster,2807,Spanish,LC,0.5,,S,1,,N/A,10m+,Shrub,51-75%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2218,Salish,EH,2,L1-1,SE,6,,Unknown,10m+,Mixed,6-25%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2219,Salish,EH,2,L1-2,SE,6,,Unknown,10m+,Mixed,6-25%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2220,Salish,EH,2,,SE,3,,F,10m+,Tree,51-75%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2221,Salish,EH,1,,SE,3,,F,10m+,Tree,6-25%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2222,Salish,EH,1,,SE,1,,Unknown,10m+,Shrub,1-5%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2223,Salish,LC,0.5,,SE,1,,,10m+,Shrub,6-25%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2224,Salish,LC,0.5,,SE,1,,N/A,10m+,Tree,1-5%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2225,Salish,EH,1,,SE,1,,Unknown,10m+,Tree,76-100%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2226,Salish,LC,3,,SE,3,,,10m+,Tree,26-50%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2227,Salish,EH,3.5,,SE,6,,F,10m+,Tree,51-75%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2228,Salish,LC,0.5,,SE,1,,,10m+,Tree,26-50%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2229,Salish,HB,7,L2-1,SE,8,,,10m+,Shrub,1-5%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2230,Salish,HB,7,L2-2,SE,8,,,10m+,Shrub,1-5%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2231,Salish,EH,2,,SE,6,,Unknown,10m+,Tree,1-5%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2232,Salish,LC,0.5,,SE,1,,,10m+,Tree,6-25%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2233,Salish,EH,2,,SE,3,,Unknown,10m+,Tree,6-25%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2234,Salish,EH,1,,E,7,,Unknown,10m+,Herb,26-50%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2235,Salish,HB,2,,E,3,,,10m+,Tree,26-50%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2236,Salish,EI,1,,E,3,,,10m+,Tree,26-50%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2237,Salish,LC,0.5,,E,1,,,10m+,Shrub,26-50%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2238,Salish,LC,0.5,,E,1,,,10m+,Tree,6-25%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2239,Salish,EH,3.5,,E,6,,Unknown,10m+,Tree,26-50%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2240,Salish,EH,1.5,,E,3,,Unknown,10m+,Mixed,1-5%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2241,Salish,LC,4,,E,9,,,10m+,Tree,1-5%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2242,Salish,EH,2.5,,E,3,,Unknown,10m+,Shrub,51-75%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2243,Salish,EH,3,,E,7,,Unknown,10m+,Tree,51-75%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2244,Salish,EI,3,,E,7,,,10m+,Herb,6-25%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2245,Salish,EH,0.5,,E,3,,Unknown,10m+,Tree,26-50%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2246,Salish,EH,4,,E,6,,Unknown,10m+,Tree,6-25%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2247,Salish,EH,2,,E,3,,Unknown,10m+,Tree,26-50%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2248,Salish,LC,4,,E,8,,,10m+,Tree,1-5%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2249,Salish,EH,2,,E,5,,Unknown,10m+,Tree,0%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2250,Salish,LC,0.5,,E,1,,,10m+,Tree,26-50%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2251,Salish,EH,8,L3-1,E,6,,Unknown,10m+,Mixed,26-50%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2253,Salish,EH,8,L3-2,NE,6,,Unknown,10m+,Mixed,26-50%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2254,Salish,EH,8,L4-1,NE,6,,Unknown,10m+,Mixed,26-50%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2255,Salish,EH,8,L4-2,NE,6,,Unknown,10m+,Mixed,26-50%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2256,Salish,EH,2,,NE,6,,Unknown,10m+,Mixed,6-25%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2257,Salish,EH,2,,NE,3,,Unknown,10m+,Tree,6-25%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2258,Salish,EH,2,,NE,1,,Unknown,10m+,Tree,1-5%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2259,Salish,EI,0.5,,NE,3,,N/A,10m+,Shrub,6-25%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2260,Salish,EH,2,,NE,6,,Unknown,10m+,Tree,6-25%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2261,Salish,LC,0.5,,NE,1,,,10m+,Shrub,6-25%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2262,Salish,LC,3,,NE,5,,N/A,10m+,Shrub,26-50%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2263,Salish,EH,8,L5-1,E,6,,Unknown,10m+,Mixed,6-25%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2264,Salish,EH,8,L5-2,E,6,,Unknown,10m+,Mixed,6-25%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2265,Spanish,EH,1,,S,3,,Unknown,10m+,Tree,26-50%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2266,Spanish,EH,2,,S,1,,Unknown,10m+,Tree,26-50%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2267,Salish,EH,4,L6-1,NE,7,,Unknown,10m+,Tree,6-25%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2268,Salish,EH,4,L6-2,NE,7,,Unknown,10m+,Tree,6-25%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2269,Salish,EH,0.5,,S,1,,Unknown,10m+,Herb,6-25%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2270,Spanish,EH,7,L7-1,S,6,,Unknown,10m+,Tree,6-25%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2271,Spanish,EH,7,L7-2,S,6,,Unknown,10m+,Tree,6-25%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2272,Spanish,EH,3,,S,6,,F,10m+,Mixed,1-5%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2273,Spanish,EI,1,,S,7,,N/A,10m+,Herb,6-25%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2274,Spanish,EH,3,,S,1,,F,10m+,Tree,6-25%,Very tall tree,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2275,Spanish,EH,1,,S,3,,Unknown,10m+,Tree,6-25%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2276,Spanish,EH,0.5,,S,2,,N/A,10m+,Shrub,1-5%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2277,Spanish,LC,1,,N,1,,,10m+,Tree,6-25%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2278,Spanish,EH,3,,N,1,,F,10m+,Tree,26-50%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2279,Spanish,EH,2.5,,NE,3,,Unknown,10m+,Tree,26-50%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2280,Spanish,LC,0.5,,N,1,,N/A,10m+,Shrub,6-25%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2281,Spanish,LC,0.5,,N,1,,N/A,10m+,Shrub,6-25%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2282,Spanish,EI,6.5,,N,6,,N/A,10m+,Tree,51-75%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2283,Spanish,EH,3,,N,4,,Unknown,10m+,Tree,26-50%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2284,Spanish,LC,0.5,,N,1,,,10m+,Tree,26-50%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2285,Spanish,EH,1,,NE,1,,Unknown,10m+,Tree,51-75%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2286,Spanish,LC,1.5,,NE,3,,N/A,10m+,Shrub,6-25%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2287,Spanish,EH,1.5,,NE,1,,F,10m+,Tree,1-5%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2288,Spanish,EH,2.5,,NE,5,,Unknown,10m+,Tree,51-75%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2289,Spanish,EH,4,L8-1,N,4,,Unknown,10m+,Mixed,51-75%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2290,Spanish,EH,4,L8-2,NE,4,,Unknown,10m+,Mixed,51-75%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2291,Spanish,EH,1,,NE,1,,Unknown,10m+,Tree,1-5%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2292,Spanish,EH,1,L9-1,NE,4,,Unknown,10m+,Tree,26-50%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2293,Spanish,EH,1,L9-2,NE,4,,Unknown,10m+,Tree,26-50%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2294,Spanish,LC,4,,NE,3,,N/A,10m+,Tree,6-25%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2295,Spanish,EH,0.5,,NE,1,,Unknown,10m+,Shrub,51-75%,,Ada Li,,,,
2,18/11/17,9:30:00,12:30:00,Overcast,David Bromley,2296,Spanish,EI,1,,NE,3,,N/A,10m+,Tree,6-25%,,Ada Li,,,,
